QUERYID	BIN_ID	GCF_final	CONTIG	LENGTH	NB_GENE	TYPE	detector	deepbgc_score	cat_name	anno_taxon	in_curated_db	in_HRGM	novel
TLL105_bin.45_c00004_opera_c...region002	TLL105_bin.45	84	opera_contig_98981	10279	12	bacteriocin	antismash	NA	Isolate	Holdemanella_biformis	FALSE	FALSE	TRUE
TLL105_bin.45_c00005_opera_c...region001	TLL105_bin.45	481	opera_contig_98982	20153	17	sactipeptide	antismash	NA	Isolate	Holdemanella_biformis	TRUE	TRUE	FALSE
TLL105_bin.47_c00005_opera_c...region001	TLL105_bin.47	398	opera_contig_100115	20141	17	sactipeptide	antismash	NA	Isolate	Dorea_longicatena	TRUE	FALSE	FALSE
TLL105_bin.49_c00008_opera_c...region001	TLL105_bin.49	5300	opera_contig_98827	43251	54	NRPS	antismash	NA	Isolate	Faecalicatena_faecis	FALSE	FALSE	TRUE
TLL105_bin.49_c00010_opera_c...region001	TLL105_bin.49	419	opera_contig_98829	20261	15	sactipeptide	antismash	NA	Isolate	Faecalicatena_faecis	TRUE	TRUE	FALSE
TLL105_bin.55_c00003_opera_c...region001	TLL105_bin.55	182	opera_contig_98947	10279	11	bacteriocin	antismash	NA	Isolate	Ruminococcus_E_bromii_B	FALSE	FALSE	TRUE
TLL105_bin.55_c00004_opera_c...region001	TLL105_bin.55	258	opera_contig_98948	20153	17	sactipeptide	antismash	NA	Isolate	Ruminococcus_E_bromii_B	FALSE	TRUE	FALSE
TLL105_bin.55_c00005_opera_c...region001	TLL105_bin.55	15947	opera_contig_98949	83023	79	ladderane;NRPS	antismash	NA	Isolate	Ruminococcus_E_bromii_B	FALSE	FALSE	TRUE
TLL105_bin.59_c00010_opera_c...region001	TLL105_bin.59	550	opera_contig_99156	19716	21	sactipeptide	antismash	NA	Isolate	Agathobaculum_butyriciproducens	FALSE	TRUE	FALSE
TLL105_bin.60_c00003_opera_c...region001	TLL105_bin.60	158	opera_contig_99302	20147	15	sactipeptide	antismash	NA	Isolate	Gemmiger_formicilis	TRUE	TRUE	FALSE
TLL105_bin.63_c00007_opera_c...region001	TLL105_bin.63	156	opera_contig_99476	16187	16	sactipeptide	antismash	NA	MAG	Ruminococcus_C_sp000980705	FALSE	FALSE	TRUE
TLL105_bin.65_c00002_opera_c...region001	TLL105_bin.65	216	opera_contig_100041	20201	15	sactipeptide	antismash	NA	Isolate	Dialister_sp900343095	FALSE	TRUE	FALSE
TLL105_bin.65_c00002_opera_c...region002	TLL105_bin.65	126	opera_contig_100041	20123	13	lassopeptide	antismash	NA	Isolate	Dialister_sp900343095	TRUE	FALSE	FALSE
TLL105_bin.68_c00002_opera_c...region001	TLL105_bin.68	5375	opera_contig_99422	43360	37	NRPS	antismash	NA	Isolate	Coprococcus_eutactus_A	FALSE	FALSE	TRUE
TLL105_bin.68_c00004_opera_c...region001	TLL105_bin.68	563	opera_contig_99424	20150	12	sactipeptide	antismash	NA	Isolate	Coprococcus_eutactus_A	TRUE	FALSE	FALSE
TLL105_bin.8_c00012_opera_c...region001	TLL105_bin.8	85	opera_contig_98860	24783	39	lanthipeptide	antismash	NA	Isolate	Erysipelatoclostridium_sp000752095	FALSE	FALSE	TRUE
TLL106_bin.1_c00001_opera_c...region001	TLL106_bin.1	397	opera_contig_156203	20144	13	sactipeptide	antismash	NA	Isolate	Acidaminococcus_intestini	TRUE	TRUE	FALSE
TLL106_bin.10_c00009_opera_c...region001	TLL106_bin.10	571	opera_contig_155848	20144	22	sactipeptide	antismash	NA	MAG	CAG-41_sp900066215	FALSE	TRUE	FALSE
TLL106_bin.100_c00014_opera_c...region001	TLL106_bin.100	39	opera_contig_156131	20150	19	sactipeptide	antismash	NA	MAG	CAG-83_sp000431575	FALSE	TRUE	FALSE
TLL106_bin.111_c00002_opera_c...region001	TLL106_bin.111	159	opera_contig_152224	19664	18	lassopeptide	antismash	NA	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
TLL106_bin.111_c00002_opera_c...region002	TLL106_bin.111	357	opera_contig_152224	20165	14	lassopeptide	antismash	NA	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
TLL106_bin.111_c00003_opera_c...region001	TLL106_bin.111	368	opera_contig_152225	18566	11	lassopeptide	antismash	NA	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
TLL106_bin.111_c00003_opera_c...region002	TLL106_bin.111	160	opera_contig_152225	19181	19	lassopeptide	antismash	NA	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
TLL106_bin.111_c00003_opera_c...region003	TLL106_bin.111	480	opera_contig_152225	20165	17	lassopeptide	antismash	NA	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
TLL106_bin.111_c00004_opera_c...region001	TLL106_bin.111	131	opera_contig_152226	24645	22	lassopeptide	antismash	NA	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
TLL106_bin.111_c00004_opera_c...region002	TLL106_bin.111	278	opera_contig_152226	20165	15	lassopeptide	antismash	NA	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
TLL106_bin.113_c00005_opera_c...region001	TLL106_bin.113	42	opera_contig_152795	12097	15	bacteriocin	antismash	NA	Isolate	Streptococcus_salivarius	TRUE	TRUE	FALSE
TLL106_bin.113_c00005_opera_c...region002	TLL106_bin.113	5757	opera_contig_152795	41167	37	T3PKS	antismash	NA	Isolate	Streptococcus_salivarius	FALSE	FALSE	TRUE
TLL106_bin.113_c00006_opera_c...region001	TLL106_bin.113	491	opera_contig_152796	10231	14	bacteriocin	antismash	NA	Isolate	Streptococcus_salivarius	FALSE	TRUE	FALSE
TLL106_bin.116_c00003_opera_c...region001	TLL106_bin.116	174	opera_contig_153153	20147	19	sactipeptide	antismash	NA	Isolate	Faecalibacterium_prausnitzii_D	TRUE	TRUE	FALSE
TLL106_bin.18_c00001_opera_c...region001	TLL106_bin.18	156	opera_contig_155310	20138	19	sactipeptide	antismash	NA	MAG	Ruminococcus_C_sp000980705	FALSE	FALSE	TRUE
TLL106_bin.19_c00009_opera_c...region001	TLL106_bin.19	415	opera_contig_153663	17808	12	sactipeptide	antismash	NA	MAG	Ruminococcus_A_sp000437095	FALSE	TRUE	FALSE
TLL106_bin.23_c00011_opera_c...region001	TLL106_bin.23	86	opera_contig_152700	18089	20	lanthipeptide	antismash	NA	Isolate	Erysipelatoclostridium_sp000752095	FALSE	FALSE	TRUE
TLL106_bin.34_c00059_opera_c...region001	TLL106_bin.34	87	opera_contig_152888	14482	22	sactipeptide	antismash	NA	Isolate	Roseburia_inulinivorans	FALSE	FALSE	TRUE
TLL106_bin.35_c00048_opera_c...region001	TLL106_bin.35	456	opera_contig_153260	11565	16	sactipeptide	antismash	NA	MAG	Clostridiaceae_SGB_14991	FALSE	FALSE	TRUE
TLL106_bin.4_c00002_opera_c...region001	TLL106_bin.4	426	opera_contig_152772	20141	17	sactipeptide	antismash	NA	Isolate	Dorea_longicatena_B	TRUE	TRUE	FALSE
TLL106_bin.42_c00043_opera_c...region001	TLL106_bin.42	366	opera_contig_1378	10520	13	sactipeptide	antismash	NA	MAG	Ruminiclostridium_C_sp000435295	FALSE	TRUE	FALSE
TLL106_bin.49_c00010_opera_c...region001	TLL106_bin.49	492	opera_contig_152154	20138	20	sactipeptide	antismash	NA	Isolate	Mitsuokella_multacida	TRUE	TRUE	FALSE
TLL106_bin.51_c00006_opera_c...region001	TLL106_bin.51	14333	opera_contig_155315	47512	49	arylpolyene	antismash	NA	Isolate	Bacteroides_B_vulgatus	TRUE	TRUE	FALSE
TLL106_bin.54_c00027_opera_c...region001	TLL106_bin.54	5292	opera_contig_1903	16779	22	NRPS	antismash	NA	MAG	CAG-274_sp000432155	FALSE	TRUE	FALSE
TLL106_bin.54_c00028_opera_c...region001	TLL106_bin.54	407	opera_contig_1926	16965	23	sactipeptide	antismash	NA	MAG	CAG-274_sp000432155	FALSE	TRUE	FALSE
TLL106_bin.55_c00037_opera_c...region001	TLL106_bin.55	88	opera_contig_1417	10436	16	sactipeptide	antismash	NA	MAG	UBA1191_sp900543485_SGB_3962	FALSE	FALSE	TRUE
TLL106_bin.55_opera_contig_45.region001	TLL106_bin.55	89	opera_contig_45	10789	15	bacteriocin	antismash	NA	MAG	UBA1191_sp900543485_SGB_3962	FALSE	FALSE	TRUE
TLL106_bin.6_c00008_opera_c...region001	TLL106_bin.6	411	opera_contig_153134	20144	18	sactipeptide	antismash	NA	Isolate	Coprococcus_B_comes	TRUE	TRUE	FALSE
TLL106_bin.65_c00020_opera_c...region001	TLL106_bin.65	345	opera_contig_152190	20141	17	sactipeptide	antismash	NA	MAG	Gemmiger_sp003476825	FALSE	FALSE	TRUE
TLL106_bin.67_c00087_opera_c...region001	TLL106_bin.67	166	opera_contig_155333	22239	27	lassopeptide	antismash	NA	MAG	Acetatifactor_sp900066565	FALSE	FALSE	TRUE
TLL106_bin.67_c00100_opera_c...region001	TLL106_bin.67	522	opera_contig_155350	20144	21	sactipeptide	antismash	NA	MAG	Acetatifactor_sp900066565	FALSE	FALSE	TRUE
TLL106_bin.7_c00005_opera_c...region001	TLL106_bin.7	158	opera_contig_153722	20147	15	sactipeptide	antismash	NA	Isolate	Gemmiger_formicilis	TRUE	TRUE	FALSE
TLL106_bin.74_c00061_opera_c...region001	TLL106_bin.74	352	opera_contig_155775	13072	21	sactipeptide	antismash	NA	Isolate	Coprococcus_A_catus	FALSE	FALSE	TRUE
TLL106_bin.76_c00024_opera_c...region001	TLL106_bin.76	183	opera_contig_155922	20144	24	sactipeptide	antismash	NA	Isolate	Romboutsia_timonensis	TRUE	FALSE	FALSE
TLL106_bin.80_c00012_opera_c...region001	TLL106_bin.80	429	opera_contig_5119	8071	9	sactipeptide	antismash	NA	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
TLL106_bin.80_c00018_opera_c...region001	TLL106_bin.80	5461	opera_contig_152389	48991	37	NRPS	antismash	NA	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
TLL106_bin.80_c00022_opera_c...region001	TLL106_bin.80	37	opera_contig_152395	10345	7	bacteriocin	antismash	NA	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
TLL106_bin.80_c00022_opera_c...region002	TLL106_bin.80	429	opera_contig_152395	20141	18	sactipeptide	antismash	NA	MAG	Blautia_A_sp900066165	TRUE	FALSE	FALSE
TLL106_bin.84_c00016_opera_c...region001	TLL106_bin.84	5391	opera_contig_1070	29451	38	NRPS	antismash	NA	Isolate	Blautia_A_obeum	TRUE	TRUE	FALSE
TLL106_bin.84_c00120_opera_c...region001	TLL106_bin.84	90	opera_contig_155474	20228	13	lassopeptide	antismash	NA	Isolate	Blautia_A_obeum	TRUE	FALSE	FALSE
TLL106_bin.84_c00120_opera_c...region002	TLL106_bin.84	5311	opera_contig_155474	26010	25	NRPS	antismash	NA	Isolate	Blautia_A_obeum	FALSE	TRUE	FALSE
TLL106_bin.84_c00122_opera_c...region001	TLL106_bin.84	91	opera_contig_155477	20219	16	lassopeptide	antismash	NA	Isolate	Blautia_A_obeum	FALSE	FALSE	TRUE
TLL106_bin.84_c00124_opera_c...region001	TLL106_bin.84	92	opera_contig_155480	20219	15	lassopeptide	antismash	NA	Isolate	Blautia_A_obeum	FALSE	FALSE	TRUE
TLL106_bin.85_c00002_opera_c...region001	TLL106_bin.85	125	opera_contig_155967	20201	15	sactipeptide	antismash	NA	Isolate	Dialister_sp900343095	FALSE	FALSE	TRUE
TLL106_bin.85_c00002_opera_c...region002	TLL106_bin.85	384	opera_contig_155967	20162	14	lassopeptide	antismash	NA	Isolate	Dialister_sp900343095	FALSE	TRUE	FALSE
TLL106_bin.86_c00011_opera_c...region001	TLL106_bin.86	452	opera_contig_156181	19875	19	sactipeptide	antismash	NA	Isolate	Faecalibacterium_prausnitzii_G	FALSE	FALSE	TRUE
TLL106_bin.86_c00017_opera_c...region001	TLL106_bin.86	552	opera_contig_156187	12340	9	bacteriocin	antismash	NA	Isolate	Faecalibacterium_prausnitzii_G	FALSE	TRUE	FALSE
TLL106_bin.90_c00011_opera_c...region001	TLL106_bin.90	14354	opera_contig_155801	23284	17	betalactone	antismash	NA	Novel	NS_586	FALSE	FALSE	TRUE
TLL106_bin.94_c00006_opera_c...region001	TLL106_bin.94	14372	opera_contig_153634	21719	17	terpene	antismash	NA	Isolate	Parabacteroides_distasonis	TRUE	FALSE	FALSE
TLL106_bin.96_c00006_opera_c...region001	TLL106_bin.96	288	opera_contig_155971	20144	18	sactipeptide	antismash	NA	Isolate	Ruminococcus_D_bicirculans	TRUE	TRUE	FALSE
TLL106_bin.97_c00025_opera_c...region001	TLL106_bin.97	14443	opera_contig_154926	17069	16	betalactone	antismash	NA	Isolate	Adlercreutzia_equolifaciens	FALSE	FALSE	TRUE
TLL106_bin.99_c00017_opera_c...region001	TLL106_bin.99	71	opera_contig_152861	20144	17	sactipeptide	antismash	NA	MAG	KLE1615_sp900066985	TRUE	FALSE	FALSE
TLL107_bin.12_c00017_opera_c...region001	TLL107_bin.12	503	opera_contig_96194	20147	18	sactipeptide	antismash	NA	Isolate	Gemmiger_formicilis	TRUE	FALSE	FALSE
TLL107_bin.18_c00007_opera_c...region001	TLL107_bin.18	412	opera_contig_97314	20189	19	sactipeptide	antismash	NA	Isolate	Roseburia_intestinalis	TRUE	TRUE	FALSE
TLL107_bin.22_c00045_opera_c...region001	TLL107_bin.22	93	opera_contig_95378	20147	31	sactipeptide	antismash	NA	Isolate	Clostridium_Q_sp003024715	TRUE	TRUE	FALSE
TLL107_bin.23_c00025_opera_c...region001	TLL107_bin.23	308	opera_contig_97439	12340	13	bacteriocin	antismash	NA	Isolate	Faecalibacterium_prausnitzii_G	FALSE	FALSE	TRUE
TLL107_bin.23_c00026_opera_c...region001	TLL107_bin.23	269	opera_contig_97440	20273	12	lassopeptide	antismash	NA	Isolate	Faecalibacterium_prausnitzii_G	TRUE	FALSE	FALSE
TLL107_bin.29_c00022_opera_c...region001	TLL107_bin.29	15949	opera_contig_95632	43222	33	NRPS	antismash	NA	Isolate	Agathobacter_rectale	FALSE	TRUE	FALSE
TLL107_bin.31_c00030_opera_c...region001	TLL107_bin.31	179	opera_contig_95745	20147	18	sactipeptide	antismash	NA	MAG	Faecalibacterium_SGB_15346	FALSE	FALSE	TRUE
TLL107_bin.31_opera_contig_6.region001	TLL107_bin.31	94	opera_contig_6	20156	15	lassopeptide	antismash	NA	MAG	Faecalibacterium_SGB_15346	FALSE	FALSE	TRUE
TLL107_bin.37_c00046_opera_c...region001	TLL107_bin.37	551	opera_contig_95528	20144	21	sactipeptide	antismash	NA	MAG	KLE1615_sp900066985	TRUE	FALSE	FALSE
TLL107_bin.45_c00022_opera_c...region001	TLL107_bin.45	14333	opera_contig_96681	47510	34	arylpolyene	antismash	NA	Isolate	Bacteroides_B_vulgatus	TRUE	TRUE	FALSE
TLL107_bin.49_c00006_opera_c...region001	TLL107_bin.49	95	opera_contig_1033	19085	17	lassopeptide	antismash	NA	Isolate	Faecalibacterium_prausnitzii_D	FALSE	FALSE	TRUE
TLL107_bin.49_c00017_opera_c...region001	TLL107_bin.49	174	opera_contig_95754	20147	18	sactipeptide	antismash	NA	Isolate	Faecalibacterium_prausnitzii_D	FALSE	TRUE	FALSE
TLL107_bin.5_c00007_opera_c...region001	TLL107_bin.5	550	opera_contig_95925	20144	19	sactipeptide	antismash	NA	Isolate	Agathobaculum_butyriciproducens	FALSE	TRUE	FALSE
TLL107_bin.54_c00010_opera_c...region001	TLL107_bin.54	223	opera_contig_95121	23162	23	lanthipeptide	antismash	NA	Isolate	Bifidobacterium_longum	TRUE	FALSE	FALSE
TLL107_bin.58_c00008_opera_c...region001	TLL107_bin.58	532	opera_contig_95806	26293	20	thiopeptide	antismash	NA	Isolate	Escherichia_flexneri	TRUE	TRUE	FALSE
TLL107_bin.58_c00008_opera_c...region002	TLL107_bin.58	5269	opera_contig_95806	53338	46	NRPS	antismash	NA	Isolate	Escherichia_flexneri	TRUE	FALSE	FALSE
TLL107_bin.58_c00009_opera_c...region001	TLL107_bin.58	15927	opera_contig_95807	37339	25	NRPS;T1PKS	antismash	NA	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
TLL107_bin.59_c00029_opera_c...region001	TLL107_bin.59	314	opera_contig_97392	14208	14	sactipeptide	antismash	NA	MAG	UBA1417_sp003531055	FALSE	FALSE	TRUE
TLL107_bin.60_c00027_opera_c...region001	TLL107_bin.60	345	opera_contig_95927	20141	16	sactipeptide	antismash	NA	MAG	Gemmiger_sp003476825	FALSE	FALSE	TRUE
TLL107_bin.66_c00006_opera_c...region001	TLL107_bin.66	261	opera_contig_95370	10624	7	bacteriocin	antismash	NA	Isolate	Klebsiella_pneumoniae	TRUE	TRUE	FALSE
TLL107_bin.66_c00006_opera_c...region002	TLL107_bin.66	5364	opera_contig_95370	52290	45	NRPS	antismash	NA	Isolate	Klebsiella_pneumoniae	TRUE	TRUE	FALSE
TLL107_bin.66_opera_contig_226.region001	TLL107_bin.66	15928	opera_contig_226	21255	6	NRPS;T1PKS	antismash	NA	Isolate	Klebsiella_pneumoniae	FALSE	FALSE	TRUE
TLL108_bin.1_c00001_opera_c...region001	TLL108_bin.1	258	opera_contig_86583	20153	16	sactipeptide	antismash	NA	Isolate	Ruminococcus_E_bromii_B	FALSE	TRUE	FALSE
TLL108_bin.1_c00002_opera_c...region001	TLL108_bin.1	15945	opera_contig_86584	85650	79	ladderane;NRPS	antismash	NA	Isolate	Ruminococcus_E_bromii_B	FALSE	FALSE	TRUE
TLL108_bin.1_c00002_opera_c...region002	TLL108_bin.1	182	opera_contig_86584	10279	11	bacteriocin	antismash	NA	Isolate	Ruminococcus_E_bromii_B	FALSE	FALSE	TRUE
TLL108_bin.12_c00003_opera_c...region001	TLL108_bin.12	96	opera_contig_86588	20171	20	sactipeptide	antismash	NA	Isolate	Dialister_succinatiphilus	TRUE	TRUE	FALSE
TLL108_bin.13_c00007_opera_c...region001	TLL108_bin.13	450	opera_contig_86605	12235	11	bacteriocin	antismash	NA	Isolate	Agathobacter_rectale	TRUE	TRUE	FALSE
TLL108_bin.13_c00011_opera_c...region001	TLL108_bin.13	386	opera_contig_86609	11393	13	bacteriocin	antismash	NA	Isolate	Agathobacter_rectale	TRUE	TRUE	FALSE
TLL108_bin.13_c00011_opera_c...region002	TLL108_bin.13	447	opera_contig_86609	12211	18	bacteriocin	antismash	NA	Isolate	Agathobacter_rectale	FALSE	TRUE	FALSE
TLL108_bin.14_c00010_opera_c...region001	TLL108_bin.14	492	opera_contig_86417	20138	20	sactipeptide	antismash	NA	Isolate	Mitsuokella_multacida	TRUE	TRUE	FALSE
TLL108_bin.2_c00001_opera_c...region001	TLL108_bin.2	223	opera_contig_86533	23162	19	lanthipeptide	antismash	NA	Isolate	Bifidobacterium_longum	FALSE	FALSE	TRUE
TLL108_bin.20_c00032_opera_c...region001	TLL108_bin.20	302	opera_contig_88835	20141	16	sactipeptide	antismash	NA	Isolate	Blautia_A_wexlerae	TRUE	TRUE	FALSE
TLL108_bin.20_c00034_opera_c...region001	TLL108_bin.20	5391	opera_contig_88838	43294	41	NRPS	antismash	NA	Isolate	Blautia_A_wexlerae	TRUE	TRUE	FALSE
TLL108_bin.30_c00005_opera_c...region001	TLL108_bin.30	5755	opera_contig_86603	41164	38	T3PKS	antismash	NA	Isolate	Lactobacillus_B_ruminis	FALSE	FALSE	TRUE
TLL108_bin.30_opera_contig_34.region001	TLL108_bin.30	97	opera_contig_34	20150	18	lassopeptide	antismash	NA	Isolate	Lactobacillus_B_ruminis	FALSE	FALSE	TRUE
TLL108_bin.32_c00002_opera_c...region001	TLL108_bin.32	529	opera_contig_87267	20144	26	sactipeptide	antismash	NA	MAG	CAG-41_sp900066215	FALSE	TRUE	FALSE
TLL108_bin.40_c00075_opera_c...region001	TLL108_bin.40	158	opera_contig_87275	20147	18	sactipeptide	antismash	NA	Isolate	Gemmiger_formicilis	TRUE	TRUE	FALSE
TLL108_bin.55_c00021_opera_c...region001	TLL108_bin.55	552	opera_contig_86772	12337	10	bacteriocin	antismash	NA	Isolate	Faecalibacterium_prausnitzii_G	FALSE	TRUE	FALSE
TLL108_bin.55_c00041_opera_c...region001	TLL108_bin.55	553	opera_contig_89076	19592	20	sactipeptide	antismash	NA	Isolate	Faecalibacterium_prausnitzii_G	FALSE	FALSE	TRUE
TLL108_bin.56_c00015_opera_c...region001	TLL108_bin.56	404	opera_contig_86551	20141	24	sactipeptide	antismash	NA	Isolate	Eubacterium_G_ventriosum	TRUE	TRUE	FALSE
TLL108_bin.58_c00002_opera_c...region001	TLL108_bin.58	159	opera_contig_86497	20165	17	lassopeptide	antismash	NA	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
TLL108_bin.58_c00005_opera_c...region001	TLL108_bin.58	15941	opera_contig_86500	27935	18	NRPS	antismash	NA	Isolate	Blautia_A_massiliensis	TRUE	FALSE	FALSE
TLL108_bin.6_c00014_opera_c...region001	TLL108_bin.6	122	opera_contig_86545	20147	23	sactipeptide	antismash	NA	Isolate	Eubacterium_E_hallii_A	TRUE	TRUE	FALSE
TLL108_bin.63_c00010_opera_c...region001	TLL108_bin.63	98	opera_contig_86478	20144	18	sactipeptide	antismash	NA	Isolate	Acidaminococcus_sp900291475	TRUE	FALSE	FALSE
TLL108_bin.67_c00004_opera_c...region001	TLL108_bin.67	396	opera_contig_86880	20144	17	sactipeptide	antismash	NA	Isolate	Agathobaculum_butyriciproducens	FALSE	FALSE	TRUE
TLL108_bin.8_c00007_opera_c...region001	TLL108_bin.8	316	opera_contig_86596	20141	17	sactipeptide	antismash	NA	Isolate	Roseburia_hominis	TRUE	TRUE	FALSE
TLL11_bin.1_c00001_opera_c...region001	TLL11_bin.1	2	opera_contig_164889	20141	17	sactipeptide	antismash	NA	Isolate	Megamonas_funiformis	TRUE	FALSE	FALSE
TLL11_bin.104_c00002_opera_c...region001	TLL11_bin.104	384	opera_contig_164618	13142	9	lassopeptide	antismash	NA	Isolate	Dialister_sp900343095	FALSE	TRUE	FALSE
TLL11_bin.104_c00002_opera_c...region002	TLL11_bin.104	102	opera_contig_164618	20123	13	lassopeptide	antismash	NA	Isolate	Dialister_sp900343095	TRUE	TRUE	FALSE
TLL11_bin.104_c00002_opera_c...region003	TLL11_bin.104	125	opera_contig_164618	20201	15	sactipeptide	antismash	NA	Isolate	Dialister_sp900343095	FALSE	FALSE	TRUE
TLL11_bin.107_c00019_opera_c...region001	TLL11_bin.107	571	opera_contig_164561	20144	19	sactipeptide	antismash	NA	MAG	CAG-41_sp900066215	FALSE	TRUE	FALSE
TLL11_bin.113_opera_contig_2.region001	TLL11_bin.113	103	opera_contig_2	20147	16	sactipeptide	antismash	NA	MAG	Ruminococcaceae_UMGS1775	FALSE	FALSE	TRUE
TLL11_bin.13_c00025_opera_c...region001	TLL11_bin.13	104	opera_contig_6908	2591	4	sactipeptide	antismash	NA	Isolate	Dorea_formicigenerans	FALSE	TRUE	FALSE
TLL11_bin.15_c00041_opera_c...region001	TLL11_bin.15	345	opera_contig_161507	10658	13	sactipeptide	antismash	NA	MAG	Gemmiger_sp003476825	FALSE	FALSE	TRUE
TLL11_bin.18_c00011_opera_c...region001	TLL11_bin.18	105	opera_contig_162481	11620	13	bacteriocin	antismash	NA	Isolate	Streptococcus_salivarius	FALSE	FALSE	TRUE
TLL11_bin.18_c00014_opera_c...region001	TLL11_bin.18	106	opera_contig_162484	13650	13	bacteriocin	antismash	NA	Isolate	Streptococcus_salivarius	TRUE	TRUE	FALSE
TLL11_bin.18_c00015_opera_c...region001	TLL11_bin.18	423	opera_contig_162485	14414	21	bacteriocin	antismash	NA	Isolate	Streptococcus_salivarius	FALSE	FALSE	TRUE
TLL11_bin.18_c00018_opera_c...region001	TLL11_bin.18	5757	opera_contig_162489	30539	44	T3PKS	antismash	NA	Isolate	Streptococcus_salivarius	FALSE	FALSE	TRUE
TLL11_bin.30_c00003_opera_c...region001	TLL11_bin.30	398	opera_contig_161955	20141	17	sactipeptide	antismash	NA	Isolate	Dorea_longicatena	TRUE	FALSE	FALSE
TLL11_bin.42_c00006_opera_c...region001	TLL11_bin.42	158	opera_contig_162960	20147	16	sactipeptide	antismash	NA	Isolate	Gemmiger_formicilis	TRUE	TRUE	FALSE
TLL11_bin.43_c00004_opera_c...region001	TLL11_bin.43	348	opera_contig_161757	20144	16	sactipeptide	antismash	NA	Isolate	Faecalicatena_lactaris	TRUE	TRUE	FALSE
TLL11_bin.44_c00024_opera_c...region001	TLL11_bin.44	107	opera_contig_161715	20156	13	lassopeptide	antismash	NA	MAG	Faecalibacterium_SGB_15346	FALSE	FALSE	TRUE
TLL11_bin.44_c00026_opera_c...region001	TLL11_bin.44	52	opera_contig_161719	20147	25	sactipeptide	antismash	NA	MAG	Faecalibacterium_SGB_15346	FALSE	TRUE	FALSE
TLL11_bin.46_c00048_opera_c...region001	TLL11_bin.46	510	opera_contig_163747	20144	22	sactipeptide	antismash	NA	Novel	NS_481	FALSE	FALSE	TRUE
TLL11_bin.5_c00001_opera_c...region001	TLL11_bin.5	14308	opera_contig_164201	17735	13	terpene	antismash	NA	Isolate	Akkermansia_muciniphila	TRUE	FALSE	FALSE
TLL11_bin.5_c00001_opera_c...region002	TLL11_bin.5	14334	opera_contig_164201	41176	30	arylpolyene	antismash	NA	Isolate	Akkermansia_muciniphila	TRUE	TRUE	FALSE
TLL11_bin.5_c00001_opera_c...region003	TLL11_bin.5	14411	opera_contig_164201	20936	22	terpene	antismash	NA	Isolate	Akkermansia_muciniphila	TRUE	TRUE	FALSE
TLL11_bin.53_c00010_opera_c...region001	TLL11_bin.53	316	opera_contig_162522	20141	17	sactipeptide	antismash	NA	Isolate	Roseburia_hominis	TRUE	TRUE	FALSE
TLL11_bin.54_c00034_opera_c...region001	TLL11_bin.54	577	opera_contig_162174	20144	20	sactipeptide	antismash	NA	MAG	Clostridium_SGB_4780	FALSE	TRUE	FALSE
TLL11_bin.55_c00009_opera_c...region001	TLL11_bin.55	15944	opera_contig_162716	43222	38	NRPS	antismash	NA	Isolate	Agathobacter_rectale	FALSE	TRUE	FALSE
TLL11_bin.55_c00010_opera_c...region001	TLL11_bin.55	497	opera_contig_162717	15158	19	bacteriocin	antismash	NA	Isolate	Agathobacter_rectale	TRUE	TRUE	FALSE
TLL11_bin.55_c00011_opera_c...region001	TLL11_bin.55	526	opera_contig_162718	19220	20	lanthipeptide	antismash	NA	Isolate	Agathobacter_rectale	TRUE	FALSE	FALSE
TLL11_bin.59_c00010_opera_c...region001	TLL11_bin.59	452	opera_contig_164678	20147	17	sactipeptide	antismash	NA	MAG	Faecalibacterium_SGB_15315	FALSE	FALSE	TRUE
TLL11_bin.59_c00012_opera_c...region001	TLL11_bin.59	308	opera_contig_164680	12337	11	bacteriocin	antismash	NA	MAG	Faecalibacterium_SGB_15315	FALSE	FALSE	TRUE
TLL11_bin.6_c00003_opera_c...region001	TLL11_bin.6	489	opera_contig_162539	15363	18	bacteriocin	antismash	NA	Isolate	Lactobacillus_B_ruminis	TRUE	FALSE	FALSE
TLL11_bin.6_c00004_opera_c...region001	TLL11_bin.6	5755	opera_contig_162540	41170	35	T3PKS	antismash	NA	Isolate	Lactobacillus_B_ruminis	FALSE	FALSE	TRUE
TLL11_bin.6_c00004_opera_c...region002	TLL11_bin.6	516	opera_contig_162540	20150	17	lassopeptide	antismash	NA	Isolate	Lactobacillus_B_ruminis	TRUE	FALSE	FALSE
TLL11_bin.63_c00006_opera_c...region001	TLL11_bin.63	550	opera_contig_162921	20144	19	sactipeptide	antismash	NA	Isolate	Agathobaculum_butyriciproducens	FALSE	TRUE	FALSE
